group,path,width,height,lap_var,hf_ratio,resid_rms,lap_var_scaled,hf_ratio_scaled,resid_rms_scaled,noise_index
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_000004.png,1024,1024,0.008327,0.008836,0.026144,0.005465,0.14037,0.092575,7.95
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_000212.png,1024,1024,0.011734,0.010574,0.027978,0.218242,0.316936,0.218876,25.14
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_000424.png,1024,1024,0.014594,0.012121,0.031635,0.396842,0.474163,0.470783,44.73
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_000631.png,1024,1024,0.009688,0.008669,0.02589,0.090463,0.123339,0.075111,9.63
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_000820.png,1024,1024,0.009858,0.008905,0.026538,0.101079,0.147304,0.11972,12.27
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_001013.png,1024,1024,0.019156,0.017444,0.03552,0.681812,1.0,0.7383,80.67
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_001207.png,1024,1024,0.011856,0.008183,0.027932,0.225878,0.073988,0.215748,17.19
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_001400.png,1024,1024,0.012046,0.010595,0.029435,0.23776,0.319102,0.319219,29.2
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_001553.png,1024,1024,0.014504,0.014075,0.033418,0.391263,0.672653,0.59355,55.25
ALL,all_images_h2/prompt-frozen_steps-50/Billig_jeans_(feat__Linni)_20250819_001745.png,1024,1024,0.009309,0.013228,0.028113,0.066767,0.586676,0.228175,29.39
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_012024.png,1024,1024,0.013253,0.010779,0.030362,0.313094,0.337793,0.383058,34.46
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_012233.png,1024,1024,0.010231,0.012193,0.026118,0.124395,0.481421,0.09082,23.22
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_012444.png,1024,1024,0.008193,0.009448,0.024677,0.0,0.202555,0.0,6.75
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_012652.png,1024,1024,0.017136,0.017288,0.032824,0.555605,0.999207,0.552622,70.25
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_012843.png,1024,1024,0.018987,0.014564,0.034503,0.671217,0.722433,0.66828,68.73
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_013037.png,1024,1024,0.018192,0.014913,0.033308,0.621546,0.757881,0.586008,65.51
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_013232.png,1024,1024,0.009365,0.010029,0.026713,0.070285,0.261547,0.131762,15.45
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_013427.png,1024,1024,0.020881,0.018568,0.03656,0.789525,1.0,0.809936,86.65
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_013622.png,1024,1024,0.007037,0.008132,0.023418,0.0,0.068795,0.0,2.29
ALL,all_images_h2/prompt-frozen_steps-50/Blinding_Lights_20250819_013816.png,1024,1024,0.016355,0.008996,0.031033,0.506874,0.156541,0.429291,36.42
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_224020.png,1024,1024,0.024177,0.013249,0.03621,0.995365,0.588768,0.785824,79.0
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_224228.png,1024,1024,0.010361,0.006623,0.026087,0.132506,0.0,0.088673,7.37
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_224434.png,1024,1024,0.012281,0.008482,0.027711,0.252399,0.104301,0.20049,18.57
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_224641.png,1024,1024,0.013949,0.006,0.026393,0.356608,0.0,0.109724,15.54
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_224830.png,1024,1024,0.016982,0.011885,0.031426,0.546009,0.45011,0.456376,48.42
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_225024.png,1024,1024,0.015681,0.007821,0.029766,0.464758,0.037163,0.34201,28.13
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_225217.png,1024,1024,0.022664,0.012537,0.036124,0.900849,0.516391,0.779923,73.24
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_225410.png,1024,1024,0.012458,0.008273,0.027984,0.263475,0.083139,0.219288,18.86
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_225602.png,1024,1024,0.025661,0.011953,0.036899,1.0,0.457109,0.833263,76.35
ALL,all_images_h2/prompt-frozen_steps-50/Claude_Debussy__Clair_de_Lune_20250818_225754.png,1024,1024,0.014727,0.009763,0.030797,0.405184,0.234568,0.413049,35.09
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_232004.png,1024,1024,0.021125,0.016638,0.036299,0.804724,0.933162,0.791965,84.33
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_232217.png,1024,1024,0.015492,0.010619,0.030957,0.45295,0.32151,0.424043,39.95
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_232428.png,1024,1024,0.011022,0.008251,0.026816,0.173779,0.08084,0.138889,13.12
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_232636.png,1024,1024,0.019111,0.009684,0.033453,0.678964,0.226518,0.595942,50.05
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_232824.png,1024,1024,0.013757,0.008495,0.029378,0.3446,0.105657,0.315284,25.52
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_233017.png,1024,1024,0.022307,0.01107,0.03504,0.878592,0.367363,0.705295,65.04
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_233209.png,1024,1024,0.012608,0.009293,0.02934,0.272827,0.186723,0.312667,25.74
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_233402.png,1024,1024,0.017861,0.010965,0.03145,0.600898,0.356704,0.458007,47.19
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_233554.png,1024,1024,0.016486,0.008947,0.030071,0.515004,0.151567,0.363063,34.32
ALL,all_images_h2/prompt-frozen_steps-50/Jolene_(feat__Dolly_Parton)_20250818_233747.png,1024,1024,0.012766,0.011609,0.029984,0.282686,0.422154,0.35707,35.4
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_230013.png,1024,1024,0.013963,0.011918,0.031052,0.357464,0.453487,0.430639,41.39
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_230220.png,1024,1024,0.00895,0.008681,0.027,0.044362,0.124528,0.151544,10.68
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_230431.png,1024,1024,0.010019,0.00966,0.025851,0.111127,0.224084,0.072406,13.59
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_230639.png,1024,1024,0.005568,0.00823,0.021888,0.0,0.07874,0.0,2.62
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_230828.png,1024,1024,0.014715,0.009422,0.030172,0.40445,0.199894,0.370024,32.48
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_231020.png,1024,1024,0.014052,0.008717,0.029504,0.363013,0.128214,0.323966,27.17
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_231212.png,1024,1024,0.030713,0.022411,0.043008,1.0,1.0,1.0,100.0
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_231404.png,1024,1024,0.014317,0.012963,0.034185,0.379588,0.559741,0.646348,52.86
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_231556.png,1024,1024,0.006649,0.007969,0.023961,0.0,0.052209,0.0,1.74
ALL,all_images_h2/prompt-frozen_steps-50/One_More_Time_20250818_231748.png,1024,1024,0.011025,0.008852,0.02835,0.173997,0.14198,0.244547,18.68
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_010009.png,1024,1024,0.015991,0.011207,0.032308,0.484139,0.381235,0.517075,46.08
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_010218.png,1024,1024,0.022699,0.014646,0.039317,0.903071,0.730721,0.999843,87.79
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_010430.png,1024,1024,0.030109,0.011545,0.040991,1.0,0.415624,1.0,80.52
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_010640.png,1024,1024,0.017254,0.010857,0.033192,0.563018,0.345718,0.578007,49.56
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_010831.png,1024,1024,0.023198,0.012399,0.04052,0.934227,0.502421,1.0,81.22
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_011026.png,1024,1024,0.010488,0.009341,0.029798,0.140459,0.191623,0.344256,22.54
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_011221.png,1024,1024,0.02171,0.011073,0.036525,0.84129,0.367612,0.807525,67.21
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_011416.png,1024,1024,0.015289,0.009493,0.032496,0.440251,0.207105,0.53006,39.25
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_011610.png,1024,1024,0.023562,0.010535,0.03533,0.956954,0.312957,0.725249,66.51
ALL,all_images_h2/prompt-frozen_steps-50/Papaoutai_20250819_011804.png,1024,1024,0.013971,0.010938,0.031194,0.357944,0.353927,0.440387,38.41
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_003959.png,1024,1024,0.016766,0.008541,0.031336,0.532496,0.110351,0.450135,36.43
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_004207.png,1024,1024,0.01595,0.008725,0.029714,0.481527,0.129077,0.338479,31.64
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_004419.png,1024,1024,0.012463,0.009812,0.028647,0.263748,0.239549,0.264972,25.61
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_004629.png,1024,1024,0.010358,0.011224,0.027098,0.132333,0.382952,0.158288,22.45
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_004819.png,1024,1024,0.023253,0.016336,0.038209,0.93764,0.902479,0.923548,92.12
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_005014.png,1024,1024,0.014604,0.009657,0.030075,0.397465,0.223706,0.363315,32.82
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_005209.png,1024,1024,0.015633,0.009247,0.029864,0.461771,0.182116,0.348797,33.09
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_005404.png,1024,1024,0.011932,0.010149,0.028584,0.230641,0.273781,0.260659,25.5
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_005558.png,1024,1024,0.011378,0.010879,0.027765,0.196013,0.347891,0.204245,24.94
ALL,all_images_h2/prompt-frozen_steps-50/Sade_(Smooth_Operator)_20250819_005752.png,1024,1024,0.014134,0.013914,0.030104,0.368116,0.656314,0.36529,46.32
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_002005.png,1024,1024,0.009422,0.00757,0.024806,0.073836,0.011634,0.000446,2.86
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_002212.png,1024,1024,0.008242,0.006327,0.025185,0.000152,0.0,0.026508,0.89
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_002423.png,1024,1024,0.00648,0.005769,0.020645,0.0,0.0,0.0,0.0
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_002630.png,1024,1024,0.019114,0.010194,0.033341,0.67913,0.278313,0.588232,51.52
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_002819.png,1024,1024,0.021651,0.00969,0.033778,0.837605,0.227147,0.618323,56.1
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_003012.png,1024,1024,0.01919,0.009018,0.032761,0.683892,0.158772,0.548295,46.37
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_003205.png,1024,1024,0.027526,0.012467,0.037674,1.0,0.509316,0.886635,79.87
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_003359.png,1024,1024,0.01961,0.011306,0.032458,0.710131,0.391278,0.527415,54.29
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_003551.png,1024,1024,0.017643,0.007472,0.031085,0.587278,0.00174,0.432846,34.06
ALL,all_images_h2/prompt-frozen_steps-50/Smells_Like_Teen_Spirit_20250819_003744.png,1024,1024,0.015315,0.011809,0.029921,0.441879,0.442432,0.352712,41.23
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_222039.png,1024,1024,0.014726,0.009997,0.030647,0.405098,0.258282,0.402702,35.54
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_222246.png,1024,1024,0.013177,0.007594,0.026942,0.308344,0.014141,0.147539,15.67
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_222453.png,1024,1024,0.02578,0.015397,0.039363,1.0,0.807006,1.0,93.57
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_222658.png,1024,1024,0.01903,0.013991,0.034468,0.673929,0.664158,0.665853,66.8
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_222842.png,1024,1024,0.009272,0.008993,0.024927,0.064464,0.156295,0.008765,7.65
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_223032.png,1024,1024,0.012355,0.008564,0.028704,0.257052,0.112692,0.268893,21.29
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_223223.png,1024,1024,0.010952,0.011241,0.027858,0.169435,0.384672,0.210621,25.49
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_223414.png,1024,1024,0.017758,0.013253,0.033708,0.594492,0.589219,0.613538,59.91
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_223606.png,1024,1024,0.009431,0.008699,0.026165,0.074439,0.126437,0.094057,9.83
ALL,all_images_h2/prompt-frozen_steps-50/The_4_Seasons_(Spring)_I__Allegro_20250818_223758.png,1024,1024,0.011531,0.007918,0.027072,0.205586,0.047084,0.156485,13.64
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_234002.png,1024,1024,0.022698,0.018653,0.037797,0.902992,1.0,0.895133,93.27
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_234210.png,1024,1024,0.014263,0.012561,0.032376,0.376201,0.518853,0.52178,47.23
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_234422.png,1024,1024,0.023041,0.015414,0.039901,0.924413,0.808747,1.0,91.11
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_234633.png,1024,1024,0.019067,0.014668,0.036988,0.676223,0.732979,0.83939,74.95
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_234821.png,1024,1024,0.01545,0.010986,0.032062,0.45033,0.358816,0.500179,43.64
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_235014.png,1024,1024,0.011798,0.009807,0.028622,0.222232,0.239022,0.263253,24.15
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_235208.png,1024,1024,0.016308,0.023668,0.036503,0.503942,1.0,0.806042,77.0
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_235402.png,1024,1024,0.012791,0.00713,0.027677,0.284253,0.0,0.198173,16.08
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_235556.png,1024,1024,0.019406,0.012978,0.033676,0.697366,0.561234,0.611331,62.33
ALL,all_images_h2/prompt-frozen_steps-50/Walking_On_Sunshine_20250818_235749.png,1024,1024,0.019593,0.011058,0.034836,0.709053,0.366076,0.691239,58.88
